1, 1172, 2.25162110936
1, 1405, 2.37266184295
1, 2193, 2.59812931101
1, 2968, 2.76434938955
2, 52, 3.81115370788
2, 144, 3.49913250098
2, 248, 2.69292504137
2, 314, 3.92495191892
2, 319, 3.88804031323
2, 370, 2.97842683784
2, 371, 3.23439970391
2, 372, 2.74570091181
2, 382, 3.29592910597
2, 405, 1.62797094931
2, 485, 2.52213473974
2, 537, 3.3011722232
2, 550, 2.98249906694
2, 616, 3.83396224672
2, 661, 3.4028984077
2, 720, 3.55511399434
3, 377, 3.44073765393
3, 592, 3.24701081609
3, 595, 3.42735772651
3, 736, 3.17232702681
3, 1197, 3.83676291937
3, 1721, 3.27203249992
3, 2716, 3.41800385646
3, 5349, 3.27004278778
3, 8636, 3.38567842712
3, 44191, 3.57426222637
4, 185, 3.20403222669
4, 356, 4.74013856839
4, 357, 4.26212595063
4, 364, 4.36462236497
4, 410, 3.64873670867
4, 435, 2.996278196
4, 440, 4.10503764766
4, 442, 3.22407458049
4, 588, 4.37899423631
4, 589, 4.57407750151
4, 594, 4.4260445318
4, 596, 4.32414166558
4, 610, 3.35105499639
4, 616, 3.99799804655
4, 919, 4.85085291187
4, 1022, 4.31157583118
4, 1028, 4.64094477601
4, 1032, 4.33432281733
4, 1033, 4.00786175949
4, 1282, 4.53454882231
4, 1334, 3.64702181637
4, 1372, 3.41788976023
4, 1580, 4.2127472472
4, 1858, 3.16373566422
4, 1967, 4.46649692974
4, 2033, 3.97828993464
4, 2078, 4.4767012533
4, 2081, 4.1532189858
4, 2085, 4.05957381578
4, 2087, 4.12644663883
4, 2094, 3.38051280166
4, 2096, 4.33314719882
4, 2102, 4.69657802555
4, 2124, 3.86115723693
4, 2141, 4.16415395789
4, 2454, 4.11305220114
4, 3034, 4.66920359143
4, 3108, 4.25559513551
4, 3255, 4.171349417
4, 3263, 4.39333983076
4, 4006, 4.42952408967
5, 3, 3.06658064994
5, 39, 3.5733153196
5, 104, 3.40091021125
5, 788, 3.31276374488
5, 1247, 3.67737702682
5, 1485, 3.41590974633
5, 1544, 3.28242690475
5, 1777, 3.48261245987
5, 1997, 3.64784689423
5, 2770, 2.94011720216
5, 4018, 3.55908368494
5, 4025, 3.50522822427
5, 4447, 3.70816643975
5, 4718, 3.34786181834
5, 5266, 3.838278707
5, 5995, 3.93332063419
5, 6373, 3.66925350386
5, 8376, 2.67470156614
5, 30749, 3.56343325174
5, 33679, 3.23444687394
6, 173, 2.17701254306
6, 1687, 1.84790759989
6, 2019, 3.94201318523
6, 2072, 3.21953407607
6, 2528, 3.58196365248
6, 2723, 3.12466041498
6, 3300, 2.65471742679
6, 4641, 3.65717198979
6, 4975, 1.73349829223
7, 260, 4.0349394144
7, 316, 2.72871802014
7, 377, 3.08018252938
7, 380, 3.03026706812
7, 480, 3.31021810441
7, 589, 3.61237204552
7, 1036, 3.64048699877
7, 1129, 3.10671057958
7, 1198, 4.03376476804
7, 1240, 3.68383997315
7, 1275, 3.35776933947
7, 1371, 3.04459017613
7, 1372, 2.59176197784
7, 1373, 2.26868261257
7, 1374, 3.42803109613
7, 1375, 3.01519620606
7, 1376, 3.02306823592
7, 1408, 3.33589334736
8, 32, 3.97249302227
8, 110, 3.90054456805
8, 1219, 4.21977001392
8, 1225, 3.97403794396
8, 1258, 4.07718763446
8, 1358, 3.74479646939
8, 1704, 4.16047995659
8, 1961, 3.93913980448
8, 2028, 3.90596059562
8, 2329, 4.01526638266
8, 2791, 3.8350493093
8, 2804, 3.8713529177
8, 2918, 4.06773307256
8, 3996, 3.87124182777
8, 5650, 3.68274433783
8, 8873, 3.48510703199
8, 8874, 4.02070881822
8, 33166, 4.03210088946
8, 40583, 3.49598212881
8, 40819, 3.89910206929
8, 43871, 2.13355001312
8, 44004, 3.06897917938
9, 1177, 3.71333270534
9, 1721, 3.33534289343
9, 2125, 3.90173099029
9, 2140, 3.42776042176
9, 2391, 3.82090483891
9, 2427, 3.36870006665
9, 2490, 3.45584858652
9, 2539, 3.14824131986
9, 2857, 3.759554689
10, 592, 3.63378227176
10, 1101, 3.96342726027
10, 1127, 3.75786019018
10, 1210, 4.02235146849
10, 1220, 4.19711602036
10, 1240, 4.01922322617
10, 1291, 4.0187529972
10, 2406, 4.05466132051
10, 2410, 2.91424983141
10, 3019, 4.58875941149
11, 50, 4.29693342498
11, 778, 4.32732778675
11, 923, 3.29997699429
11, 1027, 3.80750177604
11, 1408, 3.66849323762
11, 2762, 4.25312077576
11, 5669, 4.15548797716
11, 26614, 3.89859578755
12, 253, 2.73912968542
12, 673, 2.5591872857
12, 736, 2.77666101208
12, 737, 2.79832979217
12, 1032, 3.36648328379
12, 2460, 4.01927336968
12, 2668, 1.34351396655
12, 3146, 2.30651603994
12, 3176, 3.05191549074
12, 3324, 2.19835924602
12, 3770, 1.15535592786
12, 3773, 3.42573236816
13, 47, 3.71553457704
13, 296, 3.92309719351
13, 527, 4.09729510075
13, 587, 3.51933505449
13, 919, 3.85671263883
13, 1265, 3.60271732194
13, 2571, 4.09780898072
13, 4886, 3.90819644358
13, 4993, 4.10634540418
13, 58559, 3.96801297734
13, 64614, 3.89573292444
14, 2394, 2.49016031864
14, 2724, 1.94331407321
14, 3114, 2.80442194536
14, 3157, 2.40630751147
15, 371, 2.21040951623
15, 372, 2.25535602661
15, 429, 1.10989420135
15, 520, 2.61098343364
15, 913, 3.83190811084
15, 1100, 1.20899088409
15, 1183, 2.95856691191
15, 1283, 3.40044270665
15, 1289, 3.23089583704
15, 1385, 2.83103644044
15, 1502, 1.12935816297
15, 1689, 2.07015656427
15, 1752, 1.68849275601
15, 1754, 2.08139794885
15, 1792, 2.57407358039
15, 1816, 3.56913152509
15, 1836, 1.35299421641
15, 1862, 1.71660731478
15, 1895, 1.61642562434
15, 2025, 2.58348560184
15, 2269, 1.44113920113
15, 2282, 3.67691274766
15, 2334, 2.73843246354
15, 2387, 2.01533940392
15, 2406, 2.62372951521
15, 2413, 1.73317453259
15, 2539, 2.24398512246
15, 2568, 2.10863381883
15, 2717, 1.91259081863
15, 2718, 3.04825405615
15, 2976, 3.84454392085
15, 3146, 1.85893234346
15, 3285, 1.71935050622
15, 3316, 2.46697210322
15, 3476, 3.74535738618
15, 3484, 1.60004153644
15, 3552, 1.9260413988
15, 3707, 2.48778743354
15, 3728, 2.59405030395
15, 3755, 2.17014607522
15, 3968, 1.68403925047
15, 4007, 2.51572099072
15, 4019, 2.74600010831
15, 4388, 0.810457605231
15, 4642, 3.28358249353
15, 4823, 1.95005863392
15, 4914, 3.32260523873
15, 4958, 1.14968871328
15, 4992, 0.919413161815
15, 5110, 1.60940416064
15, 5171, 1.27807899271
15, 5291, 3.00832103776
15, 5296, 1.88134163504
15, 5299, 2.10448530566
15, 5308, 2.07461624641
15, 5346, 1.9475279953
15, 5364, 2.27643894842
15, 5620, 1.23955405765
15, 5816, 1.95680002255
15, 5959, 3.90521198131
15, 6059, 1.52024874248
15, 6155, 2.09003085132
15, 6157, 0.203586436039
15, 6188, 2.14779605461
15, 6283, 3.1782813616
15, 6287, 1.22187052598
15, 6433, 4.04234896403
15, 6586, 1.8253637443
15, 6754, 2.43916433894
15, 6773, 3.00515631568
15, 6879, 2.04592682248
15, 6944, 1.94005456523
15, 7010, 2.94781334686
15, 7034, 3.11127955748
15, 7173, 1.33401136427
15, 7325, 1.16272442322
15, 7346, 2.0445002887
15, 7444, 1.02482332072
15, 7445, 2.57609569089
15, 7451, 1.9177934002
15, 8264, 4.00840994321
15, 8464, 2.7541321711
15, 8781, 2.97709614155
15, 8917, 2.48644501876
15, 26587, 3.22293707923
15, 30812, 3.15248505144
15, 30825, 1.93387854969
15, 34150, 1.55299042405
15, 36529, 2.35631326066
15, 37386, 0.883556793719
15, 37741, 3.16303272549
15, 40583, 2.53025702278
15, 40815, 1.88878415986
15, 44004, 1.64159695921
15, 44555, 3.98369535852
15, 44788, 2.76645694601
15, 45447, 2.05168166637
15, 45517, 1.75868704025
15, 45672, 0.528367886351
15, 45720, 1.47032075886
15, 45722, 1.56080295658
15, 45728, 2.31422572006
15, 46970, 1.83803273738
15, 47999, 3.05680293631
15, 48043, 2.662060671
15, 49286, 1.73621436487
15, 50851, 3.33637717861
15, 52604, 3.22108191126
15, 53322, 1.5619795108
15, 53464, 1.02019993056
